ownerId,quesId,summary,tags
84852,974598,Find all controls in WPF Window by type,"c#,.net,wpf"
624869,5199811,Android SDK manager won't open,"android,path"
1117766,20618804,How to smooth a curve in the right way?,"python,numpy,scipy,signal-processing,smoothing"
1667108,12397175,How do I close an open port from the terminal on the Mac?,"macos,port"
185885,1890995,jQuery Scroll to bottom of page/iframe,"jquery,scroll,scrollto"
393087,4633125,Is it possible to get all arguments of a function as single object inside that function?,"javascript,algorithm,function,arguments,marshalling"
3889365,32914665,How do I “shake” an Android device within the Android emulator to bring up the dev menu to debug my React Native app,"android,android-emulator,react-native"
4061644,43408604,PHP7 : install ext-dom issue,"laravel,composer-php,laravel-5.4,php-7"
710051,8898590,Short form for Java if statement,"java,if-statement,ternary-operator"
518657,5195837,Format Float to n decimal places,"java,android,floating-point,numbers,format"
11439544,63492211,No Firebase App '[DEFAULT]' has been created - call Firebase.initializeApp() in Flutter and Firebase,"firebase,flutter,dart,google-cloud-firestore"
-1,1343890,How do I restrict a float value to only two places after the decimal point in C?,"c,floating-point,decimal"
2491738,26351086,How to update a single pod without touching other dependencies,"cocoa,cocoapods,podfile,pod-install"
903790,17493309,How do I change the language of moment.js?,"javascript,momentjs"
1275287,24668818,How to dismiss ViewController in Swift?,"ios,swift,viewcontroller"
2496553,29108172,How do I fix the xcrun unable to find simctl error?,"ios,xcode,xcrun"
585795,5342375,Regex Email validation,"c#,regex,validation"
3999748,30711203,How do I create a teardrop in HTML?,"html,css,svg,css-shapes"
463304,4768738,Android: TextView: Remove spacing and padding on top and bottom,"android,textview,padding,spacing"
137875,1198253,XPath: How to select elements based on their value?,xpath
16548,4997493,Set opacity of background image without affecting child elements,"css,opacity"
15055,256511,Skip List vs. Binary Search Tree,"algorithm,language-agnostic,data-structures,binary-tree,skip-lists"
176010,1449339,How do I change the title of the “back” button on a Navigation Bar,"ios,objective-c,uinavigationbar,uinavigationitem"
193134,10726909,Random alpha-numeric string in JavaScript?,"javascript,random"
1394513,13728392,Moving average or running mean,"python,numpy,scipy,moving-average"
1377624,10493411,What is Bit Masking?,"c,bit-manipulation,bitwise-operators,terminology,bitmask"
46521,370357,UnboundLocalError on local variable when reassigned after first use,"python,variables,scope"
734463,12818146,Python argparse ignore unrecognised arguments,"python,argparse,optparse"
5222,285061,How do you programmatically set an attribute?,"python,attributes,object"
2380745,17947182,IE8 issue with Twitter Bootstrap 3,"html,css,twitter-bootstrap,internet-explorer-8,twitter-bootstrap-3"
1370927,24021093,Error in Swift class: Property not initialized at super.init call,"properties,compiler-errors,swift"
289666,2835140,How do I link to part of a page? (hash?),"html,xhtml,anchor"
-1,812079,Window Height=“Auto” not working as expected,wpf
875940,13134723,How to terminate script execution when debugging in Google Chrome?,"javascript,debugging,google-chrome-devtools"
526518,16622504,Escaping ampersand in URL,"http,url,get,query-string,query-parameters"
1132278,18134627,How much of a git sha is *generally* considered necessary to uniquely identify a change in a given codebase?,"git,github,sha"
1288,237159,What's the best way to check if a String represents an integer in Java?,"java,string,int"
82156,1634252,How to make a smooth image rotation in Android?,"android,animation,view"
217649,2341134,Command-line svn for Windows?,"windows,svn,command-line-interface"
182349,1786533,Find rows that have the same value on a column in MySQL,"sql,mysql,database"
5369,605621,How to get object size in memory? [duplicate],"c#,.net,performance,memory,profiling"
133414,13262621,How to use format() on a moment.js duration?,"javascript,momentjs"
415668,6459758,"parseInt(null, 24) === 23… wait, what?","javascript,parseint"
1321564,25903137,"Java8: HashMap<X, Y> to HashMap<X, Z> using Stream / Map-Reduce / Collector","java,mapreduce,java-8,java-stream,collectors"
4997649,33332394,Angular and Typescript: Can't find names - Error: cannot find name,"angular,typescript"
3914072,36916989,How can I generate a tsconfig.json file?,typescript
1319542,21901368,Mockito verify order / sequence of method calls,"java,unit-testing,mockito"
1502867,18777235,Center content in responsive bootstrap navbar,"css,twitter-bootstrap,navbar"
406512,9514179,How to find the operating system version using JavaScript?,"javascript,operating-system,user-agent"
555987,4313323,How to change owner of PostgreSql database?,postgresql
2770044,29987840,How to execute Python code from within Visual Studio Code,"python,visual-studio-code"
96855,3491811,Node.js and CPU intensive requests,"javascript,node.js,serverside-javascript,web-worker"
1729773,14814201,Can I serve multiple clients using just Flask app.run() as standalone?,"python,flask"
3334862,42250257,Disable eslint rules for folder,eslint
2671940,18799216,How to make a edittext box in a dialog,"android,dialog,android-edittext"
-1,410616,Increasing the maximum number of TCP/IP connections in Linux,"linux,networking,linux-kernel"
229558,2400935,Browser detection in JavaScript? [duplicate],"javascript,browser-detection"
238232,5375634,Can I use multiple “with”?,"sql,tsql,sql-server-2008"
3029163,35987055,How to write unit testing for Angular / TypeScript for private methods with Jasmine,"angular,unit-testing,typescript,jasmine"
89397,1444227,How can I make a JPA OneToOne relation lazy,"java,hibernate,jpa,lazy-loading,one-to-one"
11766,186737,What's the fastest way to delete a large folder in Windows?,"windows,windows-xp,file-management"
1293127,10434001,static files with express.js,"node.js,express"
743561,6542212,Use CSS3 transitions with gradient backgrounds,"css,gradient,css-transitions"
6447638,49162311,React : difference between <Route exact path=“/” /> and <Route path=“/” />,"reactjs,react-router,react-router-dom"
1084,3569933,"Is it possible to define more than one function per file in MATLAB, and access them from outside that file?","matlab,function,file,scope,function-declaration"
4281825,37415134,Error: Node Sass does not yet support your current environment: Windows 64-bit with false,"ionic-framework,npm,node-sass"
3272574,21562986,numpy matrix vector multiplication [duplicate],"python,arrays,numpy,vector,matrix"
692456,23057988,"File size exceeds configured limit (2560000), code insight features not available",intellij-idea
115182,3443606,Make footer stick to bottom of page correctly [duplicate],"html,css"
154280,1679384,Converting Dictionary to List? [duplicate],"python,list,dictionary"
3533365,24319505,How can one display images side by side in a GitHub README.md?,"github,github-flavored-markdown"
3426862,22443425,Application Loader stuck at “Authenticating with the iTunes store” when uploading an iOS app,"ios,xcode,itunes,application-loader"
1416156,11145053,Can't find how to use HttpContent,"c#,asp.net,.net,dll"
1196880,26732251,How to remove provisioning profiles from Xcode,"ios,xcode,provisioning-profile,ios-provisioning"
93468,3337367,Checking length of dictionary object [duplicate],javascript
24874,37365277,How to specify the port an ASP.NET Core application is hosted on?,".net,asp.net-core"
584800,4762538,IIS Express Windows Authentication,"visual-studio-2010,visual-studio,windows-authentication,iis-express"
104015,1418193,How do I get a file name from a full path with PHP?,"php,filenames"
956883,8825270,Jump to editor shortcut in Intellij IDEA,"intellij-idea,keyboard-shortcuts"
9859,2957684,AWK: Access captured group from line pattern,"regex,awk"
200056,2358045,How can I implement a tree in Python?,"python,data-structures,tree"
40002,2212643,Python recursive folder read,"python,scripting,file-io"
1306186,12750307,jQuery select change event get selected option,"jquery,events"
-1,1354924,How do I parse a string with a decimal point to a double?,"c#,string,parsing,double"
119973,3943494,How to loop through array in jQuery?,"javascript,jquery,arrays,loops,iteration"
1261316,15450091,ERROR 2002 (HY000): Can't connect to local MySQL server through socket '/tmp/mysql.sock',"mysql,macos"
413414,9319916,How does setting baselineAligned to false improve performance in LinearLayout?,"android,listview,android-lint"
23850,10713708,Tracking Google Analytics Page Views with AngularJS,"google-analytics,angularjs"
400440,3269136,How to add `style=display:“block”` to an element using jQuery?,"javascript,jquery,html,css"
3426109,25693130,Move textfield when keyboard appears swift,"ios,swift,cocoa-touch,keyboard,uitextfield"
39693,488305,Selecting multiple classes with jQuery,"javascript,jquery,jquery-selectors"
3314,1664049,Can I force a page break in HTML printing?,"html,printing,page-break"
1986299,15872543,Access mysql remote database from command line,"mysql,shell,mysql-error-2003"
810430,8124315,How I can delete in VIM all text from current line to end of file?,"file,vim,text"
1842864,400916,How can I check if a jQuery plugin is loaded?,"jquery,jquery-plugins"
186244,2161054,Where to place and how to read configuration resource files in servlet based application?,"servlets,jakarta-ee,configuration,resources,properties-file"
2332251,17553181,Laravel 4: how to “order by” using Eloquent ORM [duplicate],"php,laravel,laravel-4,eloquent"
574122,5156388,How to set breakpoints in inline Javascript in Google Chrome?,"javascript,debugging,google-chrome"
467650,52382710,Permission Denial: startForeground requires android.permission.FOREGROUND_SERVICE,"android,android-service,android-permissions"
368937,5280178,How do I load a file into the python console?,"python,read-eval-print-loop"
2571430,18075343,Java project in Eclipse: The type java.lang.Object cannot be resolved. It is indirectly referenced from required .class files,"java,eclipse"
1161982,8951275,How can I make Sublime Text the default editor for Git?,"git,editor,default,sublimetext,git-config"
53740,2180465,Can (domain name) subdomains have an underscore “_” in it?,"dns,subdomain,standards"
893432,11600687,Hover and Active only when not disabled,css
132331,3915917,Make a link use POST instead of GET,"javascript,html,http"
417520,7853915,How do I avoid capturing self in blocks when implementing an API?,"objective-c,ios,objective-c-blocks,automatic-ref-counting"
