answers,ownerId,quesId,summary,tags,views,votes
10,1949554,44595529,"Smart cast to 'Type' is impossible, because 'variable' is a mutable property that could have been changed by this time",kotlin,322,322
11,252679,3110547,"Java - How to create new Entry (key, value)","java,dictionary,collections,key-value",321,321
3,28413,235455,Access to Modified Closure,"c#,resharper,closures",322,322
22,329637,3148435,Pacman: how do the eyes find their way back to the monster hole?,"artificial-intelligence,path-finding,heuristics,pacman",322,322
20,122,10752,What is the difference between integration and unit tests?,"unit-testing,integration-testing",322,322
1,11236,5312778,How to test if a dictionary contains a specific key? [duplicate],python,322,322
29,83,173,Versioning SQL Server database,"sql-server,database,svn,version-control",322,322
21,17579,546433,Regular expression to match balanced parentheses,regex,322,322
8,411934,19455501,$watch an object,"javascript,angularjs,angularjs-scope",322,322
6,570928,7709001,HTML.ActionLink vs Url.Action in ASP.NET Razor,"asp.net-mvc,asp.net-mvc-3,razor",322,322
4,185824,9290498,How can I limit Parallel.ForEach?,"c#,.net,asynchronous,parallel.foreach",322,322
6,2386199,26220957,How can I inspect the file system of a failed `docker build`?,"debugging,docker,cpanm",322,322
4,663148,7296846,"How to implement one-to-one, one-to-many and many-to-many relationships while designing tables?","sql,oracle,database-design",322,322
9,528317,5083224,git pull while not in a git directory,git,322,322
27,189618,1713771,How to detect page zoom level in all modern browsers?,"javascript,browser,zooming,detection",322,322
10,342235,14712089,How to deep watch an array in angularjs?,"angularjs,watch",322,322
6,791406,7729302,How to read a file in Groovy into a string?,"file,groovy",322,322
15,279558,2876789,How can I search (case-insensitive) in a column using LIKE wildcard?,"mysql,sql,sql-like,case-insensitive",322,322
8,1216094,24324021,How do I create a category in Xcode 6 or higher?,"ios,objective-c,categories,xcode6",320,320
22,313721,3232904,Using reCAPTCHA on localhost,"localhost,recaptcha",322,322
5,283311,5255184,Android and setting width and height programmatically in dp units,"android,scaling",320,320
5,232329,3638689,How to see full query from SHOW PROCESSLIST,mysql,322,322
39,300575,2852748,PDOException “could not find driver”,"php,mysql,pdo,lamp",322,322
11,471891,7069682,How to get arguments with flags in Bash,"bash,shell",320,320
3,33311,747075,How to git-svn clone the last n revisions from a Subversion repository?,"git,svn,git-svn,git-clone,svn-checkout",321,321
19,69742,22946399,Signtool error: No certificates were found that met all given criteria with a Windows Store App?,"windows-8,windows-store-apps,signtool,appx",320,320
34,482506,10099422,"Flushing footer to bottom of the page, twitter bootstrap","css,twitter-bootstrap,footer",320,320
9,340711,3973034,Export a stash to another computer,git,321,321
7,1832628,13506832,What is the MySQL VARCHAR max size?,"mysql,varchar,maxlength",321,321
19,1136542,10522532,Stop node.js program from command line,"node.js,command",320,320
11,14008,77434,How to access the last value in a vector?,"r,dataframe,vector",320,320
4,64167,2774343,How do I associate file types with an iPhone application?,"ios,cocoa-touch",321,321
16,5896,713847,Recommendations of Python REST (web services) framework? [closed],"python,web-services,rest,frameworks",321,321
2,284577,25444328,What does the smiley face “:)” mean in CSS?,"css,css-hack",321,321
9,195543,7082364,What does “WARN Could not determine content-length of response body.” mean and how to I get rid of it?,"ruby-on-rails,ruby,webrick",321,321
8,175562,2332768,How to avoid mysql 'Deadlock found when trying to get lock; try restarting transaction',"mysql,deadlock",321,321
19,18103,318239,How do I set environment variables from Java?,"java,environment-variables",321,321
5,725937,10673585,Start thread with member function,"c++,multithreading,c++11",321,321
20,3885,64036,How do you make a deep copy of an object?,"java,class,clone",321,321
18,6349,192048,Can an html element have multiple ids?,"html,xhtml,standards-compliance",321,321
7,727429,14389349,"Android get current Locale, not default","android,locale",320,320
13,192810,11972026,Delaying AngularJS route change until model loaded to prevent flicker,"javascript,angularjs,angularjs-routing",321,321
12,492624,7905929,How to test valid UUID/GUID?,"javascript,regex,validation,uuid,guid",319,319
13,4166,39086,Search and replace a line in a file in Python,"python,file",319,319
5,604511,9737352,What is the apply function in Scala?,scala,319,319
22,636467,22149584,What does axis in pandas mean?,"python,pandas,numpy,dataframe",319,319
4,2199852,25966215,What's the difference between all the Selection Segues?,"ios,ios8,xcode6,segue",319,319
14,93966,1300838,How to convert an address into a Google Maps Link (NOT MAP),"google-maps,hyperlink,google-maps-urls",319,319
17,37603,289586,Version of Apache installed on a Debian machine,"apache,debian,version",319,319
14,326423,4414389,Android XML Percent Symbol,"android,xml,android-resources,xliff",319,319
9,429888,4401949,What's the use of ob_start() in php?,"php,output-buffering",319,319
7,956482,8388470,Get element type with jQuery,"jquery,element",319,319
24,1950,480735,Select all contents of textbox when it receives focus (Vanilla JS or jQuery),"javascript,jquery,user-interface",319,319
12,928611,19986214,Setting ANDROID_HOME enviromental variable on Mac OS X,"macos,android-studio,android-sdk-tools",319,319
5,3239473,21900185,What are OLTP and OLAP. What is the difference between them?,"database,database-design,database-schema,olap,oltp",318,318
16,1265753,10058814,Get data from fs.readFile,"javascript,node.js",319,319
14,67391,614212,How to hide 'Back' button on navigation bar on iPhone?,"ios,objective-c,iphone,navigation,uinavigationcontroller",319,319
10,146128,1485668,How to set initial value and auto increment in MySQL?,"mysql,insert,auto-increment",318,318
8,579945,4987872,Ignore mapping one property with Automapper,"c#,model,viewmodel,automapper,object-object-mapping",319,319
10,1243636,10768451,Inline SVG in CSS,"css,svg",319,319
16,10366,183791,How would you do a “not in” query with LINQ?,"c#,linq",319,319
11,127578,1596668,Logical XOR operator in C++?,"c++,operators,logical-operators",319,319
16,171,29142,Getting ssh to execute a command in the background on target machine,"bash,ssh,csh",318,318
21,695727,6363441,Check if a file exists with wildcard in shell script [duplicate],"shell,sh,wildcard",318,318
4,25645,31769820,Differences between git submodule and subtree,"git,git-submodules,git-subtree",318,318
14,263328,2225564,Get a filtered list of files in a directory,"python,filesystems,wildcard,glob,directory-listing",318,318
2,331071,5398014,Using crontab to execute script every minute and another every 24 hours [closed],crontab,318,318
10,6664252,52998331,ImageMagick security policy 'PDF' blocking conversion,"pdf,imagemagick,imagemagick-convert",318,318
50,1562347,15393821,npm ERR cb() never called,"node.js,heroku,npm",318,318
24,2019426,639531,Search text in fields in every table of a MySQL database,mysql,318,318
17,2401769,28814585,How to check if type is Boolean,"javascript,jquery,types",318,318
31,65279,538666,Format timedelta to string,"python,string,datetime,format,timedelta",318,318
14,3289590,35453792,Pods stuck in Terminating status,kubernetes,318,318
22,1175,18068627,LogCat message: The Google Play services resources were not found. Check your project configuration to ensure that the resources are included,"android,google-maps,google-play-services",319,319
17,38333,3162385,How to split a string in shell and get the last field,"bash,split,tokenize,cut",318,318
26,90025,1355150,"When saving, how can you check if a field has changed?","django,django-models",318,318
4,865866,26672077,Django Model() vs Model.objects.create(),"python,django,database,django-models",319,319
19,1456508,20941704,EC2 instance has no public DNS,"amazon-web-services,amazon-ec2,amazon-vpc",318,318
62,5278194,46267621,Unable to merge dex,"android,dex,android-studio-3.0",318,318
10,441207,3975499,"Convert SVG to image (JPEG, PNG, etc.) in the browser","javascript,svg",319,319
24,48957,8855361,FB OpenGraph og:image not pulling images (possibly https?),"facebook,facebook-graph-api,facebook-opengraph",319,319
8,112968,2788092,Start a git commit message with a hashmark (#),"git,commit,ticket-system,ticket-tracking",317,317
5,3476108,9507606,When should I use require() and when to use define()?,"require,requirejs",317,317
21,29900,687998,Auto-size dynamic text to fill fixed size container,"jquery,html,css",319,319
7,116293,2541752,Best way to find the intersection of multiple sets?,"python,set,set-intersection",317,317
13,2800876,21925671,Convert Django Model object to dict with all of the fields intact,"python,django,dictionary,django-models,django-orm",317,317
4,441493,10168449,Git update submodules recursively,"git,git-submodules",317,317
16,834316,5839359,java.lang.OutOfMemoryError: GC overhead limit exceeded [duplicate],"java,hashmap,heap,heap-memory,g1gc",319,319
12,18071,898307,How do I automatically scroll to the bottom of a multiline text box?,"c#,winforms,textbox,scroll",317,317
17,18797,29964825,How do I open multiple instances of Visual Studio Code?,visual-studio-code,317,317
15,169743,2446764,Update statement with inner join on Oracle,"sql,oracle,inner-join,ora-00933",317,317
3,278976,9625246,What are the underlying data structures used for Redis?,"algorithm,data-structures,redis",317,317
16,2117389,20276907,Enterprise app deployment doesn't work on iOS 7.1,"ios,deployment",317,317
17,401685,36154283,Method List in Visual Studio Code,visual-studio-code,317,317
21,2975,45030,How to parse a string into a nullable int,"c#,.net,string,.net-3.5,nullable",317,317
10,978346,7999211,How to iterate through SparseArray?,"java,android",317,317
7,641151,5869825,When should one use a spinlock instead of mutex?,"synchronization,mutex,spinlock",317,317
16,182668,2322750,Replace transparency in PNG images with white background,"png,imagemagick,alpha-transparency",317,317
10,62699,633127,Viewing all defined variables [duplicate],"python,variables",317,317
12,364846,3057526,Framework vs. Toolkit vs. Library [duplicate],terminology,317,317
11,664067,6358349,How to print Boolean flag in NSLog?,"ios,objective-c,cocoa-touch",317,317
17,45698,20635472,Using the RUN instruction in a Dockerfile with 'source' does not work,"bash,shell,docker",317,317
17,595437,11401897,"Get The Current Domain Name With Javascript (Not the path, etc.)","javascript,domain-name",317,317
16,1710704,19829356,Color Tint UIButton Image,"ios,iphone,uibutton,ios7,uisegmentedcontrol",317,317
8,119032,1182189,CSS Child vs Descendant selectors,"css,css-selectors",316,316
13,185921,3458553,JavaScript: Passing parameters to a callback function,"javascript,callback,parameter-passing",316,316
103,-1,8472,Practical non-image based CAPTCHA approaches?,"security,language-agnostic,captcha",317,317
21,8351,85815,How to tell if a JavaScript function is defined,"javascript,reflection",317,317
21,175798,2264072,Detect a finger swipe through JavaScript on the iPhone and Android,"javascript,iphone,android,swipe",316,316
